"rt","response","correct_response","accuracy","rtconf","cj"
1.21680509999987,"left","right",0,0.477046699999846,1
1.41824470000029,"right","left",0,0.516697200000635,0
0.867185699999936,"right","left",0,2.01466239999991,0
1.13490479999928,"right","left",0,0.210827899999458,1
1.95052279999982,"right","right",1,0.639238799999475,0
0.868822200000068,"right","right",1,1.17355899999984,1
2.33329680000043,"left","left",1,1.35705739999958,1
0.701132199999847,"left","left",1,0.860738800000036,1
1.08498990000044,"left","right",0,0.497471800000312,1
1.20035459999963,"left","left",1,0.928180500000053,0
1.11693900000046,"left","left",1,0.51293109999915,1
0.734322100000099,"right","right",1,1.40951600000062,1
0.984118600000329,"left","right",0,1.14144840000063,0
1.21797530000003,"left","left",1,0.905459900000096,0
2.36785809999947,"right","left",0,0.952638599999773,0
0.751691499999652,"right","right",1,0.710998200000176,0
1.25088689999939,"left","right",0,0.731589099999837,0
1.10127009999997,"right","right",1,0.500427599999966,0
1.61849429999984,"right","left",0,1.6980625999995,0
1.31777249999959,"left","left",1,1.17988090000017,0
1.00150850000045,"left","left",1,0.999067100000502,1
1.49987460000011,"left","left",1,1.0935630999993,1
1.21666249999998,"right","right",1,0.812590500000624,1
0.969291299999895,"left","left",1,0.774854600000253,1
1.66785610000079,"left","right",0,0.186161700000412,1
1.15145550000034,"left","right",0,0.486390499999288,1
0.949952399999347,"right","right",1,0.222115599999597,1
0.815423899999587,"left","left",1,0.712577499999497,1
0.767392400000062,"right","right",1,0.238652400000319,1
0.800094100000024,"left","left",1,0.312193699999625,1
0.6350881999997,"right","right",1,0.243718100000478,1
2.16634710000017,"right","right",1,0.439097599999513,1
0.867009100000359,"left","left",1,0.629493000000366,1
0.783203899999535,"left","left",1,0.335805700000492,1
0.617147999999361,"right","right",1,0.363468800000192,1
1.41903269999966,"right","left",0,0.885663799999747,0
0.718345900000713,"right","left",0,0.520091600000342,1
1.11660869999923,"left","left",1,0.633878700000423,1
1.65074860000004,"left","left",1,0.416001099999448,0
1.05056439999953,"left","left",1,0.359620899999754,1
0.684070199999951,"right","right",1,0.401351100000284,1
0.749803499999871,"right","right",1,0.261616599999797,1
1.2179243999999,"right","right",1,0.31268960000034,1
0.668351899999834,"left","left",1,0.467389399999774,1
0.668192900000577,"left","left",1,0.680531799999699,1
0.984556000000339,"right","right",1,1.03203680000024,1
1.16765459999988,"left","left",1,0.994548499999837,0
0.684091099999932,"right","left",0,0.85016910000013,0
0.668178400000215,"right","right",1,0.615955000000213,1
0.701560399999835,"right","right",1,0.677620800000113,1
0.568373699999938,"right","right",1,0.662368500000412,1
0.783353499999976,"right","left",0,0.478822600000058,0
0.684656500000528,"right","left",0,0.466656600000533,0
0.632049499999994,"right","right",1,0.586045200000626,1
0.734905799999979,"right","right",1,0.51838029999999,1
1.08460670000022,"right","right",1,0.585508799999843,1
1.21776639999916,"left","right",0,0.59492820000014,0
1.11705960000018,"left","left",1,0.401040900000226,0
2.26587560000007,"left","left",1,0.202048999999533,0
0.667800700000043,"right","right",1,0.505012599999645,1
1.1002623000004,"right","right",1,0.39554919999955,1
0.88344270000016,"right","right",1,0.395311600000241,1
0.699950600000193,"right","right",1,0.370228599999791,1
1.40104640000027,"left","left",1,0.412939699999697,1
1.06830080000054,"left","left",1,0.691755100000591,0
1.55040749999989,"left","left",1,0.413794099999905,1
0.716046599999572,"right","right",1,0.370646500000475,1
0.917837099999815,"right","left",0,1.10494960000051,0
1.43332270000064,"left","left",1,0.510937600000034,0
0.899747999999818,"right","right",1,0.889014499999575,0
1.4499880000003,"right","right",1,0.461395899999843,1
0.800218600000335,"right","left",0,0.766262299999653,0
0.768149800000174,"right","left",0,0.610689000000093,1
0.832997699999396,"right","left",0,0.492603099999542,1
0.866563399999905,"left","left",1,0.473221500000363,1
1.19973669999945,"right","left",0,1.09715450000022,1
0.733077500000036,"right","right",1,0.0820061000003989,1
0.499561300000096,"right","right",1,0.0290916000003563,1
0.933371099999931,"right","right",1,0.0252757999996902,1
1.18339579999974,"right","left",0,0.235630199999832,0
0.734615399999711,"right","right",1,0.389965899999879,0
0.815768299999945,"right","left",0,0.265557100000478,1
0.767461200000071,"right","left",0,0.0665580000004411,1
0.599603799999386,"left","right",0,0.17006769999989,1
0.702203899999404,"right","left",0,0.0883186000000933,1
0.583924700000352,"right","right",1,0.128471799999716,1
0.399432199999865,"right","left",0,0.159054599999763,0
0.467289899999741,"left","left",1,0.136179400000401,1
0.433941100000084,"right","right",1,0.163937600000281,0
0.416836999999759,"right","left",0,0.142659000000094,1
0.616622700000335,"right","right",1,0.0986319000003277,1
0.58426849999978,"right","right",1,0.24941680000029,1
0.683466700000281,"right","right",1,0.19835779999994,1
0.599551400000564,"right","left",0,0.376674099999946,1
1.36733720000029,"left","left",1,0.64554920000046,0
0.501241899999513,"right","right",1,0.234385599999769,1
0.449838700000328,"right","right",1,0.225050799999735,1
0.550312999999733,"right","right",1,0.179596199999651,1
0.4512193999999,"right","left",0,0.253349700000399,1
0.467334500000106,"right","left",0,0.30616099999952,1
0.449345600000015,"right","right",1,0.199346599999444,1
1.09976350000034,"left","left",1,0.309190699999817,1
